State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Rural_Households,Urban_Households,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Sex Ratio,Literacy Rate,Male Literacy Rate,Female Literacy Rate
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,1774692,931184,843508,1034136,624281,409855,494189,14289,1433067,118673,1542,216997,241,1935,138,2099,389059,108694,273441,219194,153628,104087,84185,1058044,453114,242361,21173,6235,19543,25778,30391,177261,75419,110,58,67,49
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,6626178,3468507,3157671,4300965,2554793,1746172,1003302,527966,5819980,687452,12708,18782,1020,81079,257,4900,754841,977838,875940,823570,659389,455527,703673,4091148,1646480,884057,4493,27696,74295,101991,107364,557723,225998,110,65,74,55
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,669919,361708,308211,308653,210415,98238,99134,42429,497045,168129,874,1723,98,1521,34,495,159117,30830,71132,41264,20142,12759,10604,448969,140294,79977,679,3097,8393,11490,9631,45064,15755,117,46,58,32
Rajasthan,Jalor,25.07578093797277,72.18647261724662,1828730,936634,892096,829582,543923,285659,357196,178719,1732852,78990,730,231,144,14640,82,1061,419216,48202,277152,181691,75304,32366,25210,1176496,390598,249379,12257,6650,20126,26776,26353,133261,45075,105,45,58,32
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,1411129,725143,685986,739792,466815,272977,243582,182229,1299751,96164,842,819,46,12488,42,977,298624,63763,203488,143108,73388,46267,47985,850546,346110,213674,799,9282,28152,37434,31892,145806,58011,106,52,64,40
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,2137045,1095896,1041149,1370360,815834,554526,360709,41629,1905682,228178,1004,275,56,548,85,1217,500452,150357,305626,301866,256621,192240,158936,1298780,494124,330126,14015,6532,19200,25732,33294,189011,75177,105,64,74,53
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,3687165,1923928,1763237,2031532,1265753,765779,608024,118924,3224399,411558,6035,4123,514,36697,80,3759,584215,307442,512035,405132,259304,154789,177199,2359786,836322,489280,1777,13297,39542,52839,53251,279280,105029,109,55,66,43
Rajasthan,Karauli,26.51901555555556,76.96081818181815,1458248,783639,674609,805849,531904,273945,354465,324960,1370977,81553,602,297,70,3424,413,912,305047,59308,193938,170399,104208,69443,67639,947173,310688,192042,8345,7143,20306,27449,22939,113609,40877,116,55,68,41
Rajasthan,Kota,25.175718080000014,76.18618928000001,1951014,1021161,929853,1298345,765396,532949,405408,183816,1661307,243993,5665,11058,280,25742,286,2683,203454,311735,294591,250092,172538,118710,167778,1177474,495896,275396,2248,15013,32368,47381,43571,205204,82625,110,67,75,57
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,3307743,1696325,1611418,1758624,1102750,655874,699911,10418,2833443,454487,1912,366,163,12940,276,4156,675712,166489,486057,388822,242053,147701,117444,2088323,754143,463469,1808,13321,36941,50262,46062,256563,97478,105,53,65,41
Rajasthan,Pali,25.80490393541874,73.55285640766907,2037573,1025422,1012151,1085693,667381,418312,398096,144578,1870543,143476,1345,1540,141,18974,52,1502,512909,139808,359329,271312,144581,71472,67021,1207983,467436,343384,18770,18978,43913,62891,44718,194781,69808,101,53,65,41
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,1156597,581339,575258,619139,383334,235805,148168,160809,1105676,33677,759,260,100,14966,68,1091,304622,61054,190388,140839,72969,41063,34286,687165,275099,193668,665,12700,28148,40848,27152,114960,43009,101,54,66,41
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,1335551,704031,631520,741748,486184,255564,278789,285848,1165505,155681,945,812,177,9991,42,2398,282057,71264,172925,151108,87349,57625,70870,841697,309237,183234,1383,8233,23742,31975,24892,118651,43727,111,56,69,40
Rajasthan,Sikar,27.64644058641976,75.29317422839503,2677333,1374990,1302343,1652117,995275,656842,418806,75349,2342076,327583,1122,356,177,4050,15,1954,527560,178274,438872,367412,282595,200430,181282,1672813,605002,381226,18292,6964,19690,26654,30424,192243,72596,106,62,72,50
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,1036346,534231,502115,476806,309900,166906,201863,292470,996562,30479,1284,572,114,6829,56,450,238535,69639,147381,110385,58213,30724,27076,649290,244401,142251,404,6763,15992,22755,20982,95045,34244,106,46,58,33
Rajasthan,Tonk,26.153935071707927,75.79192216427637,1421326,728136,693190,749659,478329,271330,287903,178207,1243527,153146,754,378,122,22458,30,911,298911,81755,190750,154825,91853,64431,67155,880194,334006,205593,1533,8530,23068,31598,26217,127103,48978,105,53,66,39
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,3068420,1566801,1501619,1582629,973444,609185,188525,1525289,2869976,104307,7406,4278,209,78647,373,3224,665449,182769,386075,277392,164290,102085,142672,1876436,739287,451034,1663,20576,64047,84623,73424,311221,120540,104,52,62,41
Sikkim,East,27.29600352941175,88.74908392156858,1709346,907500,801846,1352998,748382,604616,281422,0,1410852,178807,15792,53027,2643,46927,366,932,1086,461132,219061,260094,267825,235187,246988,948963,497157,262124,1102,13760,29127,42887,50278,209378,90332,113,79,82,75
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,754894,374703,380191,480604,269582,211022,176230,10722,708397,7942,37403,104,88,65,42,853,223955,30322,134123,113437,96860,53934,57524,380484,216103,157771,536,12986,30209,43195,35012,125800,52855,99,64,72,56
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,4646732,2335844,2310888,3776276,1968079,1808197,779667,10061,3751322,439270,358662,2851,2804,51708,1759,38356,0,1314125,516445,720331,801050,464207,905515,2271657,1468902,899279,6894,30582,139139,169721,237897,798018,377533,101,81,84,78
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,3458045,1729297,1728748,2635907,1394790,1241117,535911,28342,3044145,211035,190314,1112,435,3284,237,7483,284795,884957,466745,523563,526165,273098,440520,1579517,1117221,757738,3569,46603,155662,202265,230417,668312,314321,100,76,81,72
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,2605914,1311697,1294217,1815281,1000322,814959,763944,15702,2391675,123749,83334,401,236,1280,138,5101,497429,260780,412237,418769,386652,186394,227530,1364411,764669,473617,3217,25226,75857,101083,107152,431186,192059,101,70,76,63
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,1506843,774303,732540,917709,527599,390110,245392,63044,1452956,38304,14089,164,39,37,87,1167,396819,91107,240222,221194,177877,103367,112592,804186,434328,267536,793,18542,49127,67669,61578,252941,114633,106,61,68,53
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,2159775,1080938,1078837,1481834,816180,665654,452376,8064,1879494,105012,169945,313,256,71,138,4546,443818,269724,386421,372636,282628,153100,163050,1065734,647806,443528,2707,30279,83532,113811,107295,375642,172444,100,69,76,62
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,2251744,1129868,1121876,1492662,828300,664362,369483,21880,2115455,76098,55899,435,148,639,157,2913,411286,432398,345914,319484,269016,155344,215514,1006543,701326,542295,1580,55751,124130,179881,152415,434027,203567,101,66,73,59
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,3998252,2012958,1985294,3013382,1611461,1401921,948081,41210,3537399,173785,256762,1620,990,4962,756,21978,438799,774705,535947,608188,634172,312208,526886,2076492,1200284,715895,5581,37098,128984,166082,196143,701330,325921,101,75,80,71
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,1870374,926345,944029,1548738,780541,768197,74249,7282,909872,78590,876299,160,438,156,10,4849,104253,493788,331559,314029,322511,226312,254107,887052,556548,425849,925,22630,54799,77429,85208,348564,172003,98,83,84,81
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1064493,528184,536309,727044,401726,325318,221385,575,993666,53292,16483,115,29,7,79,822,212241,152420,190229,167466,146666,77874,85595,501585,320645,241843,420,21751,45727,67478,57883,185113,82916,98,68,76,61
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,3038252,1526475,1511777,2273430,1223810,1049620,408976,11096,2760502,168881,97711,520,199,1532,305,8602,417718,592723,525151,532616,453509,250285,363152,1528178,913715,593827,2532,40659,113256,153915,154348,552457,258941,101,75,80,69
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1616450,798127,818323,1213008,640916,572092,509767,3756,1435072,128617,47579,184,450,963,110,3475,399016,118724,323359,313357,249630,122350,125639,828444,463326,323706,974,23473,57264,80737,75810,273370,118314,98,75,80,70
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1726601,869280,857321,1176131,653312,522819,345392,57059,1673652,32483,16909,183,108,84,199,2983,370357,257127,297179,247516,214836,126468,169206,817905,510413,397064,1219,36901,87385,124286,100172,313747,146278,101,68,75,61
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,565223,282157,283066,375823,208011,167812,175289,2584,521658,32702,10301,83,39,38,26,376,155413,33179,106751,85101,71650,41447,44025,291371,158218,115151,483,11089,24583,35672,28566,95746,41020,100,66,74,59
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1618345,803188,815157,1110545,608776,501769,284804,1283,1428784,114194,72850,119,81,32,293,1992,399712,104229,283299,270046,251855,121706,111731,835853,470428,311175,889,17015,42319,59334,60971,255959,109856,99,69,76,62
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,1353445,682658,670787,978946,536487,442459,249008,1105,1047411,208038,91139,154,86,29,36,6552,290478,126761,293886,236511,189132,105978,97405,708322,389764,252888,2471,12698,37331,50029,53869,215193,93892,102,72,79,66
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,3482056,1781571,1700485,2285562,1285107,1000455,580512,119369,3326357,95487,53841,412,174,992,246,4547,572813,597539,571061,518763,457866,242306,296399,1737345,1029479,713294,1938,54960,141704,196664,176298,611941,277832,105,66,72,59
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,1339101,668672,670429,959744,526304,433440,227746,790,1186078,74310,75481,150,80,109,24,2869,309224,143193,216931,236700,199263,103903,115894,666218,391356,280462,1065,19607,44563,64170,60028,226250,101019,100,72,79,65
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,2405890,1182416,1223474,1790998,944264,846734,455062,3561,2075870,190814,133971,231,795,1256,148,2805,479070,274302,431983,419605,373111,178126,222410,1193095,712017,499235,1543,31686,77638,109324,111423,405697,180123,97,74,80,69
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,1245899,625683,620216,870080,479403,390677,258200,1835,1148990,56751,37574,152,79,28,74,2251,189328,221295,219747,213496,156676,95231,101147,618923,373564,252267,1145,22306,53484,75790,67104,230233,110055,101,70,77,63
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,3728104,1876062,1852042,2791721,1495711,1296010,821646,47243,3325823,143093,233633,1422,951,3693,530,18959,387237,732196,461918,600731,622789,303091,451321,1925296,1154775,643614,4419,32054,118838,150892,185181,671689,321799,101,75,80,70
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,1264277,626693,637584,946471,503085,443386,430927,3034,1132785,96092,33192,258,151,279,64,1456,321331,86848,250163,243773,203450,103908,99082,627880,377118,257116,2163,18370,44333,62703,59777,222880,99402,98,75,80,70
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2464875,1235889,1228986,1626813,909803,717010,565329,90954,2294369,91636,66987,232,157,7898,110,3486,563102,147061,442688,423135,343955,174560,158041,1301347,683904,477668,1956,27323,68693,96016,90489,382614,165526,101,66,74,58
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,3936331,1961688,1974643,2773928,1504355,1269573,860212,72955,3397857,414760,111390,676,438,3514,251,7445,653499,486801,721473,719731,641585,311434,308514,2096113,1116437,720713,3068,36290,101364,137654,149485,615915,267798,99,70,77,64
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1942288,967709,974579,1398788,760375,638413,399831,2294,1822626,47838,67405,245,87,98,75,3914,363782,370942,398670,317054,230321,138306,167506,987538,575006,378174,1570,44466,89433,133899,103255,355973,165669,99,72,79,66
Tripura,Dhalai,23.781360477941163,91.94654283088232,378230,194544,183686,276217,151643,124574,61688,210608,307120,8256,22940,175,39120,85,206,328,89457,14071,84516,74015,21430,9157,6425,232286,95548,50269,127,2656,7394,10050,15688,53904,21755,106,73,78,68
Tripura,North Tripura,24.121739755351683,92.17842538226292,693947,352860,341087,520402,275646,244756,114968,179426,507967,105737,44062,151,34717,307,70,936,150437,42184,179547,158211,47160,22720,18419,414878,178608,100274,187,4713,13394,18107,26582,93545,37055,103,75,78,72
Tripura,South Tripura,23.211874098057383,91.6065807585568,876001,447544,428457,646810,351082,295728,140168,344835,736015,49258,39258,245,49420,106,808,891,219171,44906,223185,204201,70173,31690,26870,505558,236676,133424,343,6972,18930,25902,46045,143146,59663,104,74,78,69
Tripura,West Tripura,23.780166241299337,91.41310788863107,1725739,879428,846311,1361354,722998,638356,338094,431944,1512801,152791,53622,499,2128,362,430,3106,289621,217016,421485,451563,156277,88122,85405,940424,499719,284637,959,12111,36334,48445,92416,285029,119992,104,79,82,75
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,4418797,2364953,2053844,2680510,1614594,1065916,991325,7255,3922718,411313,10076,12057,4049,21508,384,36692,496971,406852,904836,647340,450571,317618,199395,2871903,991255,547873,7766,12126,35682,47808,50532,259888,93722,115,61,68,52
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,3673889,1951996,1721893,2092567,1283380,809187,755254,629,2904140,729283,7635,5875,2582,2805,91,21478,582117,275942,491605,443958,334738,216997,172585,2378289,787408,472667,35525,13980,35660,49640,46960,233318,82019,113,57,66,47
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,5954391,3131807,2822584,3665727,2199340,1466387,1309851,7955,5102041,796756,13782,4377,4391,2247,305,30492,983266,265304,934881,738076,596615,502826,428871,3764404,1335224,818137,36626,20804,58163,78967,68360,338762,118881,111,62,70,52
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,2397888,1212410,1185478,1486939,846676,640263,591125,746,1985654,401678,2536,869,1817,235,33,5066,501559,65031,392873,353570,247028,172872,194387,1499494,515229,367234,15931,8025,17701,25726,21375,114866,38671,102,62,70,54
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,1379545,740040,639505,930836,546198,384638,391622,150,1273546,101963,1004,371,332,228,444,1657,255836,58438,291837,282449,168866,101542,79012,856336,320763,202054,392,7160,17368,24528,22137,106340,38295,116,67,74,60
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,4613913,2285004,2328909,2771917,1559414,1212503,1171378,9327,3878626,718692,3810,719,5652,183,226,6005,891024,80434,1344726,879745,489060,312571,158303,2930243,965876,699954,17840,11679,27718,39397,33648,184249,60499,98,60,68,52
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,1303048,700070,602978,797970,489858,308112,149060,14,917474,364583,1840,483,161,16139,25,2343,246055,69991,272939,215070,132197,79475,44164,817140,283276,194548,8084,4170,10173,14343,13918,76826,27562,116,61,70,51
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,3487731,1843884,1643847,1398368,878285,520083,509307,11159,2291892,1169330,6400,8212,2793,1177,38,7889,698520,61742,493760,215939,104762,65106,47690,2275746,754346,446242,11397,19848,54608,74456,60205,231407,80324,112,40,48,32
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,3239774,1672902,1566872,1963590,1160960,802630,494698,110114,3004240,213440,4463,892,1595,233,64,14847,564927,64454,515010,443440,409484,323582,200434,1975934,724362,502628,36850,7886,21363,29249,27690,153571,51466,107,61,69,51
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,2148665,1114721,1033944,868357,544943,323414,277212,24887,1333242,805975,3228,900,1866,198,87,3169,410070,35768,227932,122911,65516,40633,37109,1415213,442339,283947,7166,11062,22200,33262,23290,96621,33057,108,40,49,31
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,1799410,965876,833534,1002937,630626,372311,387855,163,1637549,157612,1367,231,168,916,50,1517,378056,67569,415195,249238,114783,61702,63112,1120432,408527,265310,5141,12166,26640,38806,27123,127003,44496,116,56,65,45
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,3260699,1707073,1553626,1692458,1010518,681940,864559,610,2505444,737106,4857,2090,1553,3016,211,6422,635840,79068,420824,350564,197780,132332,113799,2043335,709494,445269,62601,23631,47390,71021,55909,226368,78754,110,52,59,44
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,4448359,2357665,2090694,2191759,1342697,849062,557150,3227,2830768,1536534,14822,28187,4371,931,339,32407,631613,362798,641251,442110,272840,172554,146446,2893965,952233,514141,88020,17381,47699,65080,66579,299042,106979,113,49,57,41
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,2464464,1255272,1209192,1393783,819719,574064,513959,3620,2082976,364510,3493,900,9753,107,99,2626,513960,31065,349221,324085,211477,162961,143642,1574037,519265,363891,7271,11671,21232,32903,24237,117645,39549,104,57,65,47
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,3682713,1921215,1761498,2135393,1241471,893922,787444,3058,2032081,1585210,6184,50624,1736,2134,41,4703,683875,224648,827447,549594,255028,159528,148185,2404576,786305,450186,41646,12247,39934,52181,53828,257846,92798,109,58,65,51
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,3499171,1845260,1653911,2031656,1253314,778342,725600,198,2707195,777407,4088,2765,669,1572,86,5389,658449,221628,540754,475146,338138,217882,151182,2246254,753949,472808,26160,14191,33933,48124,43390,227306,79984,112,58,68,47
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,1952756,1017905,934851,1174606,699454,475152,446786,41725,1727869,215081,2153,1389,340,100,1175,4649,344937,50822,367768,276638,196240,135962,88299,1222695,437000,287767,5294,5137,15746,20883,18937,103566,35149,109,60,69,51
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,991730,527721,464009,531072,330339,200733,266655,366,955372,34559,693,63,101,285,27,630,207237,23558,174106,124256,69641,40266,35826,638046,214228,136669,2787,5565,12930,18495,12840,62599,21803,114,54,63,43
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,3100946,1537436,1563510,1875239,1079288,795951,468663,109894,2730957,358539,3626,818,1182,209,146,5469,597778,67928,473097,449571,372031,277548,194341,1946336,664708,481219,8683,7466,18005,25471,23641,142877,46678,98,60,70,51
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,1774480,947339,827141,1055202,647042,408160,281011,140,1611126,146346,2464,708,2887,5671,18,5260,334246,67752,214091,201984,178434,119665,88607,1149372,383707,237427,3974,6907,17777,24684,21331,104978,35582,115,59,68,49
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,1581810,845856,735954,1062003,623583,438420,388283,169,1457892,113961,1362,1045,1733,3917,94,1806,265643,85483,292852,298700,195192,121283,118571,979633,362026,237786,2365,8175,18470,26645,23209,112947,40294,115,67,74,60
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,2470996,1259628,1211368,1450901,838339,612562,555047,931,2094271,365806,3225,1912,737,358,185,4502,510378,79288,361114,347114,231129,176303,179996,1534832,543148,367332,25684,15511,28653,44164,34082,156671,54349,104,59,67,51
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,1885204,1006240,878964,1092677,654827,437850,312712,230,1596278,276846,3137,3160,3161,487,100,2035,316647,94843,330084,257279,184298,115069,110391,1224584,411153,246795,2672,8334,20553,28887,26464,115712,40019,114,58,65,50
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,2632733,1384722,1248011,1512166,911003,601163,651480,340,2274674,350700,2201,402,172,199,47,4338,558807,77733,463642,376472,227119,134445,116445,1624830,603831,395547,8525,14416,34068,48484,41991,194029,68525,111,57,66,48
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,2498156,1332046,1166110,1521806,912314,609492,473890,2565,2140745,314812,3370,1804,3395,19077,61,14892,349747,185621,416295,368905,277163,166249,108627,1621154,543730,312689,20583,7965,24179,32144,32308,158210,54596,114,61,68,52
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,1648115,890214,757901,1122947,666065,456882,216105,2215,1394025,215500,7366,9261,895,4518,91,16459,170835,338935,330623,283031,218587,194796,101645,1015648,402967,188862,40638,12898,29449,42347,40846,163768,65967,117,68,75,60
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,4681645,2488834,2192811,3123264,1811397,1311867,773463,3968,3414427,1186776,19026,23001,3487,16412,265,18251,355407,836316,858286,797473,597661,475439,255949,2891069,1139871,559963,90742,17906,51607,69513,87682,412399,163121,113,67,73,60
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,3620268,1855075,1765193,2197549,1293553,903996,726641,28712,3233790,368153,4181,810,3145,213,184,9792,700173,61467,691057,563310,449909,334003,186306,2234593,774130,556273,55272,8780,22682,31462,28154,159312,52985,105,61,70,51
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,3433919,1787146,1646773,1679994,1034181,645813,531973,870,2739076,678615,4735,1893,649,338,57,8556,673578,52794,425584,305644,192664,144067,118176,2223078,734903,464584,11354,17296,35174,52470,40008,178376,61929,109,49,58,39
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,4440895,2277777,2163118,2700328,1593890,1106438,936061,18172,4009037,403847,9662,2123,2848,460,207,12711,761958,189170,618398,560246,425913,316166,273903,2755630,992114,659677,33474,14499,34258,48757,42604,242957,82855,105,61,70,51
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,4092845,2191442,1901403,2221601,1374587,847014,1274505,349,3508131,556219,5822,5688,6671,446,98,9770,786613,121064,906861,510507,247265,138583,103523,2598364,905306,559988,29187,24637,53475,78112,63641,273230,93974,115,54,63,45
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,1689974,906092,783882,1075196,653430,421766,468178,832,1509708,171581,1148,463,2875,256,145,3798,304856,91565,327534,282919,167911,104699,106888,1002817,410090,274954,2113,8108,18352,26460,22595,118550,43404,116,64,72,54
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,4494204,2220465,2273739,2731677,1565394,1166283,990345,4736,3981502,483750,4947,1286,7898,349,114,14358,926088,80582,939616,769693,520111,353996,256398,2826453,927026,689979,50746,14453,32514,46967,37350,195412,65655,98,61,70,51
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,1998603,1057436,941167,1304513,783705,520808,562505,3873,1823930,147842,7050,4951,1203,7328,311,5988,309592,195321,370685,341371,186348,99814,92586,1171301,510728,308331,8243,10448,27819,38267,32978,173991,69717,112,65,74,55
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,1840221,963449,876772,983110,600541,382569,318001,164,1075440,750368,5952,5295,189,517,21,2439,335888,115486,352835,230640,161282,164763,69522,1227283,391275,215849,5814,5382,19632,25014,26131,125550,44061,110,53,62,44
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,1656616,881776,774840,1017087,603596,413491,309980,15,1375788,273967,1263,504,2033,606,65,2390,299785,65985,283674,263749,175582,107628,95072,1069916,361028,223535,2137,7399,18880,26279,24713,109000,38071,114,61,68,53
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,1796184,963255,832929,1170243,692964,477279,460544,801,1612968,176327,1300,478,819,155,103,4034,363933,41323,344866,341845,223529,157167,97740,1100820,415918,276272,3174,9635,24395,34030,31923,146889,53074,116,65,72,57
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,1599596,838485,761111,813424,507279,306145,555397,193,1372381,220423,2225,522,687,545,3,2810,349856,30764,253910,180825,146757,89011,45341,1034099,336401,210556,18540,9311,22015,31326,23683,103416,35056,110,51,60,40
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,3564544,1818055,1746489,1954820,1183722,771098,544231,80269,2928462,620244,5006,767,4619,383,133,4930,742324,42775,424892,367405,249265,170911,119625,2236842,772777,500373,54552,9117,26079,35196,33962,194609,64329,104,55,65,44
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,1221592,641011,580581,641191,397586,243605,240519,71610,1163804,33724,1351,1034,69,20390,41,1179,258013,43819,202692,154118,61543,32237,34658,793551,265080,159666,3295,7680,20378,28058,18155,94058,33251,110,52,62,42
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,4589838,2394476,2195362,3127260,1742440,1384820,948294,7506,3537787,985070,20493,23883,3877,4975,504,13249,344155,717566,554301,552171,428121,378742,639260,2678289,1161686,685258,64605,24634,59605,84239,91280,406787,158994,109,68,73,63
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,875958,466358,409600,488106,302283,185823,220898,647,815142,57454,965,389,94,234,157,1523,198298,48525,141201,131165,60400,33810,37165,527067,201394,137393,10104,6219,14004,20223,12647,65642,23423,114,56,65,45
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,1868529,993377,875152,1203885,712110,491775,368206,478,1746649,100723,1729,475,8814,4161,38,5940,338475,72783,353287,319158,230731,144516,111696,1193660,402321,265638,6910,7670,19256,26926,24297,117640,40481,114,64,72,56
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,2547184,1367125,1180059,1507746,943346,564400,506580,1520,2310776,216933,3179,2872,883,2056,126,10359,407488,177802,420976,344961,233264,155937,103102,1600686,535738,327854,82906,9034,23392,32426,30658,159951,56483,116,59,69,48
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,2205968,1114709,1091259,1363044,773082,589962,474537,22915,1769937,428555,2109,340,564,155,129,4179,352207,99321,410737,320743,256784,209493,150462,1402738,467343,323260,12627,4729,12661,17390,17062,94455,31074,102,62,69,54
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,3443689,1825743,1617946,2141488,1254520,886968,624149,3390,2183255,1185643,10582,24912,1855,18544,236,18662,381520,422303,495861,469403,359944,254337,275076,2165117,780475,451827,46270,10069,30220,40289,46649,241587,91147,113,62,69,55
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,2496970,1312302,1184668,1428683,865837,562846,661129,20132,2292534,195765,2373,1133,341,701,27,4096,465152,77963,421577,340261,232189,177109,140668,1590528,552177,346773,7492,9304,26529,35833,28534,146756,50460,111,57,66,48
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,4772006,2503186,2268820,2263848,1357435,906413,731406,685,2488265,2248392,13157,7555,1260,2426,382,10569,692398,355518,725118,492338,296210,186311,186489,3168270,988486,525574,89676,14543,47550,62093,65904,304648,107450,110,47,54,40
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,4143512,2193434,1950078,2417339,1448528,968811,561250,317,2382914,1711453,6495,18601,1516,16345,60,6128,673746,296104,780470,531913,281747,148770,98691,2671757,911621,544283,15851,11875,36471,48346,51215,263529,96254,112,58,66,50
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,2031007,1072002,959005,1061095,654290,406805,333558,1714,1449007,489686,3510,84787,360,138,45,3474,371752,89638,281158,240057,117838,77602,66129,1320476,449673,256276,4582,9361,26996,36357,35218,154326,53790,112,52,61,42
